INSERT ALL 
 INTO "PSE1"."Warenkorb" VALUES ('0', '1727') 
 INTO "PSE1"."Warenkorb" VALUES ('3485', '1373') 
 INTO "PSE1"."Warenkorb" VALUES ('3486', '892') 
 INTO "PSE1"."Warenkorb" VALUES ('3487', '1001') 
 INTO "PSE1"."Warenkorb" VALUES ('3488', '1060') 
 INTO "PSE1"."Warenkorb" VALUES ('3489', '932') 
 INTO "PSE1"."Warenkorb" VALUES ('3490', '267') 
 INTO "PSE1"."Warenkorb" VALUES ('3491', '739') 
 INTO "PSE1"."Warenkorb" VALUES ('3492', '12') 
 INTO "PSE1"."Warenkorb" VALUES ('3493', '1975') 
 INTO "PSE1"."Warenkorb" VALUES ('3494', '263') 
 INTO "PSE1"."Warenkorb" VALUES ('3495', '1437') 
 INTO "PSE1"."Warenkorb" VALUES ('3496', '1190') 
 INTO "PSE1"."Warenkorb" VALUES ('3497', '786') 
 INTO "PSE1"."Warenkorb" VALUES ('3498', '1724') 
 INTO "PSE1"."Warenkorb" VALUES ('3499', '1682') 
 INTO "PSE1"."Warenkorb" VALUES ('3500', '208') 
 INTO "PSE1"."Warenkorb" VALUES ('3501', '1658') 
 INTO "PSE1"."Warenkorb" VALUES ('3502', '608') 
 INTO "PSE1"."Warenkorb" VALUES ('3503', '848') 
 INTO "PSE1"."Warenkorb" VALUES ('3504', '1142') 
 INTO "PSE1"."Warenkorb" VALUES ('3505', '500') 
 INTO "PSE1"."Warenkorb" VALUES ('3506', '1326') 
 INTO "PSE1"."Warenkorb" VALUES ('3507', '1942') 
 INTO "PSE1"."Warenkorb" VALUES ('3508', '1883') 
 INTO "PSE1"."Warenkorb" VALUES ('3509', '1333') 
 INTO "PSE1"."Warenkorb" VALUES ('3510', '1065') 
 INTO "PSE1"."Warenkorb" VALUES ('3511', '1830') 
 INTO "PSE1"."Warenkorb" VALUES ('3512', '28') 
 INTO "PSE1"."Warenkorb" VALUES ('3513', '1951') 
 INTO "PSE1"."Warenkorb" VALUES ('3514', '1586') 
 INTO "PSE1"."Warenkorb" VALUES ('3515', '167') 
 INTO "PSE1"."Warenkorb" VALUES ('3516', '408') 
 INTO "PSE1"."Warenkorb" VALUES ('3517', '1353') 
 INTO "PSE1"."Warenkorb" VALUES ('3518', '175') 
 INTO "PSE1"."Warenkorb" VALUES ('3519', '1171') 
 INTO "PSE1"."Warenkorb" VALUES ('3520', '635') 
 INTO "PSE1"."Warenkorb" VALUES ('3521', '1884') 
 INTO "PSE1"."Warenkorb" VALUES ('3522', '355') 
 INTO "PSE1"."Warenkorb" VALUES ('3523', '1765') 
 INTO "PSE1"."Warenkorb" VALUES ('3524', '1173') 
 INTO "PSE1"."Warenkorb" VALUES ('3525', '896') 
 INTO "PSE1"."Warenkorb" VALUES ('3526', '1847') 
 INTO "PSE1"."Warenkorb" VALUES ('3527', '487') 
 INTO "PSE1"."Warenkorb" VALUES ('3528', '488') 
 INTO "PSE1"."Warenkorb" VALUES ('3529', '251') 
 INTO "PSE1"."Warenkorb" VALUES ('3530', '54') 
 INTO "PSE1"."Warenkorb" VALUES ('3531', '543') 
 INTO "PSE1"."Warenkorb" VALUES ('3532', '1399') 
 INTO "PSE1"."Warenkorb" VALUES ('3533', '510') 
 INTO "PSE1"."Warenkorb" VALUES ('3534', '264') 
 INTO "PSE1"."Warenkorb" VALUES ('3535', '967') 
 INTO "PSE1"."Warenkorb" VALUES ('3536', '1933') 
 INTO "PSE1"."Warenkorb" VALUES ('3537', '484') 
 INTO "PSE1"."Warenkorb" VALUES ('3538', '1160') 
 INTO "PSE1"."Warenkorb" VALUES ('3539', '810') 
 INTO "PSE1"."Warenkorb" VALUES ('3540', '6') 
 INTO "PSE1"."Warenkorb" VALUES ('3541', '785') 
 INTO "PSE1"."Warenkorb" VALUES ('3542', '227') 
 INTO "PSE1"."Warenkorb" VALUES ('3543', '138') 
 INTO "PSE1"."Warenkorb" VALUES ('3544', '553') 
 INTO "PSE1"."Warenkorb" VALUES ('3545', '229') 
 INTO "PSE1"."Warenkorb" VALUES ('3546', '24') 
 INTO "PSE1"."Warenkorb" VALUES ('3547', '1031') 
 INTO "PSE1"."Warenkorb" VALUES ('3548', '906') 
 INTO "PSE1"."Warenkorb" VALUES ('3549', '1034') 
 INTO "PSE1"."Warenkorb" VALUES ('3550', '942') 
 INTO "PSE1"."Warenkorb" VALUES ('3551', '1582') 
 INTO "PSE1"."Warenkorb" VALUES ('3552', '902') 
 INTO "PSE1"."Warenkorb" VALUES ('3553', '1030') 
 INTO "PSE1"."Warenkorb" VALUES ('3554', '1971') 
 INTO "PSE1"."Warenkorb" VALUES ('3555', '1495') 
 INTO "PSE1"."Warenkorb" VALUES ('3556', '313') 
 INTO "PSE1"."Warenkorb" VALUES ('3557', '292') 
 INTO "PSE1"."Warenkorb" VALUES ('3558', '543') 
 INTO "PSE1"."Warenkorb" VALUES ('3559', '38') 
 INTO "PSE1"."Warenkorb" VALUES ('3560', '1100') 
 INTO "PSE1"."Warenkorb" VALUES ('3561', '1341') 
 INTO "PSE1"."Warenkorb" VALUES ('3562', '1877') 
 INTO "PSE1"."Warenkorb" VALUES ('3563', '253') 
 INTO "PSE1"."Warenkorb" VALUES ('3564', '565') 
 INTO "PSE1"."Warenkorb" VALUES ('3565', '1444') 
 INTO "PSE1"."Warenkorb" VALUES ('3566', '119') 
 INTO "PSE1"."Warenkorb" VALUES ('3567', '861') 
 INTO "PSE1"."Warenkorb" VALUES ('3568', '96') 
 INTO "PSE1"."Warenkorb" VALUES ('3569', '1336') 
 INTO "PSE1"."Warenkorb" VALUES ('3570', '1623') 
 INTO "PSE1"."Warenkorb" VALUES ('3571', '1225') 
 INTO "PSE1"."Warenkorb" VALUES ('3572', '62') 
 INTO "PSE1"."Warenkorb" VALUES ('3573', '505') 
 INTO "PSE1"."Warenkorb" VALUES ('3574', '1921') 
 INTO "PSE1"."Warenkorb" VALUES ('3575', '1444') 
 INTO "PSE1"."Warenkorb" VALUES ('3576', '1151') 
 INTO "PSE1"."Warenkorb" VALUES ('3577', '986') 
 INTO "PSE1"."Warenkorb" VALUES ('3578', '1463') 
 INTO "PSE1"."Warenkorb" VALUES ('3579', '1018') 
 INTO "PSE1"."Warenkorb" VALUES ('3580', '1171') 
 INTO "PSE1"."Warenkorb" VALUES ('3581', '1422') 
 INTO "PSE1"."Warenkorb" VALUES ('3582', '1018') 
 INTO "PSE1"."Warenkorb" VALUES ('3583', '703') 
 INTO "PSE1"."Warenkorb" VALUES ('3584', '801') 
 INTO "PSE1"."Warenkorb" VALUES ('3585', '1220') 
 INTO "PSE1"."Warenkorb" VALUES ('3586', '573') 
 INTO "PSE1"."Warenkorb" VALUES ('3587', '1822') 
 INTO "PSE1"."Warenkorb" VALUES ('3588', '1566') 
 INTO "PSE1"."Warenkorb" VALUES ('3589', '85') 
 INTO "PSE1"."Warenkorb" VALUES ('3590', '89') 
 INTO "PSE1"."Warenkorb" VALUES ('3591', '421') 
 INTO "PSE1"."Warenkorb" VALUES ('3592', '503') 
 INTO "PSE1"."Warenkorb" VALUES ('3593', '1254') 
 INTO "PSE1"."Warenkorb" VALUES ('3594', '1898') 
 INTO "PSE1"."Warenkorb" VALUES ('3595', '1205') 
 INTO "PSE1"."Warenkorb" VALUES ('3596', '1469') 
 INTO "PSE1"."Warenkorb" VALUES ('3597', '1381') 
 INTO "PSE1"."Warenkorb" VALUES ('3598', '1937') 
 INTO "PSE1"."Warenkorb" VALUES ('3599', '370') 
 INTO "PSE1"."Warenkorb" VALUES ('3600', '1369') 
 INTO "PSE1"."Warenkorb" VALUES ('3601', '1167') 
 INTO "PSE1"."Warenkorb" VALUES ('3602', '1853') 
 INTO "PSE1"."Warenkorb" VALUES ('3603', '186') 
 INTO "PSE1"."Warenkorb" VALUES ('3604', '997') 
 INTO "PSE1"."Warenkorb" VALUES ('3605', '851') 
 INTO "PSE1"."Warenkorb" VALUES ('3606', '1436') 
 INTO "PSE1"."Warenkorb" VALUES ('3607', '718') 
 INTO "PSE1"."Warenkorb" VALUES ('3608', '1065') 
 INTO "PSE1"."Warenkorb" VALUES ('3609', '1922') 
 INTO "PSE1"."Warenkorb" VALUES ('3610', '1291') 
 INTO "PSE1"."Warenkorb" VALUES ('3611', '976') 
 INTO "PSE1"."Warenkorb" VALUES ('3612', '867') 
 INTO "PSE1"."Warenkorb" VALUES ('3613', '1634') 
 INTO "PSE1"."Warenkorb" VALUES ('3614', '962') 
 INTO "PSE1"."Warenkorb" VALUES ('3615', '1293') 
 INTO "PSE1"."Warenkorb" VALUES ('3616', '475') 
 INTO "PSE1"."Warenkorb" VALUES ('3617', '553') 
 INTO "PSE1"."Warenkorb" VALUES ('3618', '1127') 
 INTO "PSE1"."Warenkorb" VALUES ('3619', '730') 
 INTO "PSE1"."Warenkorb" VALUES ('3620', '1425') 
 INTO "PSE1"."Warenkorb" VALUES ('3621', '1312') 
 INTO "PSE1"."Warenkorb" VALUES ('3622', '580') 
 INTO "PSE1"."Warenkorb" VALUES ('3623', '70') 
 INTO "PSE1"."Warenkorb" VALUES ('3624', '711') 
 INTO "PSE1"."Warenkorb" VALUES ('3625', '112') 
 INTO "PSE1"."Warenkorb" VALUES ('3626', '1196') 
 INTO "PSE1"."Warenkorb" VALUES ('3627', '1123') 
 INTO "PSE1"."Warenkorb" VALUES ('3628', '1894') 
 INTO "PSE1"."Warenkorb" VALUES ('3629', '140') 
 INTO "PSE1"."Warenkorb" VALUES ('3630', '1837') 
 INTO "PSE1"."Warenkorb" VALUES ('3631', '1721') 
 INTO "PSE1"."Warenkorb" VALUES ('3632', '388') 
 INTO "PSE1"."Warenkorb" VALUES ('3633', '1709') 
 INTO "PSE1"."Warenkorb" VALUES ('3634', '581') 
 INTO "PSE1"."Warenkorb" VALUES ('3635', '1747') 
 INTO "PSE1"."Warenkorb" VALUES ('3636', '527') 
 INTO "PSE1"."Warenkorb" VALUES ('3637', '1534') 
 INTO "PSE1"."Warenkorb" VALUES ('3638', '873') 
 INTO "PSE1"."Warenkorb" VALUES ('3639', '1919') 
 INTO "PSE1"."Warenkorb" VALUES ('3640', '1309') 
 INTO "PSE1"."Warenkorb" VALUES ('3641', '1957') 
 INTO "PSE1"."Warenkorb" VALUES ('3642', '244') 
 INTO "PSE1"."Warenkorb" VALUES ('3643', '1702') 
 INTO "PSE1"."Warenkorb" VALUES ('3644', '660') 
 INTO "PSE1"."Warenkorb" VALUES ('3645', '540') 
 INTO "PSE1"."Warenkorb" VALUES ('3646', '578') 
 INTO "PSE1"."Warenkorb" VALUES ('3647', '1519') 
 INTO "PSE1"."Warenkorb" VALUES ('3648', '1185') 
 INTO "PSE1"."Warenkorb" VALUES ('3649', '1007') 
 INTO "PSE1"."Warenkorb" VALUES ('3650', '1769') 
 INTO "PSE1"."Warenkorb" VALUES ('3651', '824') 
 INTO "PSE1"."Warenkorb" VALUES ('3652', '221') 
 INTO "PSE1"."Warenkorb" VALUES ('3653', '232') 
 INTO "PSE1"."Warenkorb" VALUES ('3654', '1180') 
 INTO "PSE1"."Warenkorb" VALUES ('3655', '575') 
 INTO "PSE1"."Warenkorb" VALUES ('3656', '58') 
 INTO "PSE1"."Warenkorb" VALUES ('3657', '1221') 
 INTO "PSE1"."Warenkorb" VALUES ('3658', '1059') 
 INTO "PSE1"."Warenkorb" VALUES ('3659', '225') 
 INTO "PSE1"."Warenkorb" VALUES ('3660', '1124') 
 INTO "PSE1"."Warenkorb" VALUES ('3661', '935') 
 INTO "PSE1"."Warenkorb" VALUES ('3662', '808') 
 INTO "PSE1"."Warenkorb" VALUES ('3663', '699') 
 INTO "PSE1"."Warenkorb" VALUES ('3664', '581') 
 INTO "PSE1"."Warenkorb" VALUES ('3665', '1597') 
 INTO "PSE1"."Warenkorb" VALUES ('3666', '317') 
 INTO "PSE1"."Warenkorb" VALUES ('3667', '318') 
 INTO "PSE1"."Warenkorb" VALUES ('3668', '1861') 
 INTO "PSE1"."Warenkorb" VALUES ('3669', '1543') 
 INTO "PSE1"."Warenkorb" VALUES ('3670', '331') 
 INTO "PSE1"."Warenkorb" VALUES ('3671', '860') 
 INTO "PSE1"."Warenkorb" VALUES ('3672', '1867') 
 INTO "PSE1"."Warenkorb" VALUES ('3673', '1426') 
 INTO "PSE1"."Warenkorb" VALUES ('3674', '1951') 
 INTO "PSE1"."Warenkorb" VALUES ('3675', '453') 
 INTO "PSE1"."Warenkorb" VALUES ('3676', '1706') 
 INTO "PSE1"."Warenkorb" VALUES ('3677', '1178') 
 INTO "PSE1"."Warenkorb" VALUES ('3678', '1923') 
 INTO "PSE1"."Warenkorb" VALUES ('3679', '1302') 
 INTO "PSE1"."Warenkorb" VALUES ('3680', '1089') 
 INTO "PSE1"."Warenkorb" VALUES ('3681', '1454') 
 INTO "PSE1"."Warenkorb" VALUES ('3682', '332') 
 INTO "PSE1"."Warenkorb" VALUES ('3683', '1173') 
 INTO "PSE1"."Warenkorb" VALUES ('3684', '1459') 
 INTO "PSE1"."Warenkorb" VALUES ('3685', '519') 
 INTO "PSE1"."Warenkorb" VALUES ('3686', '939') 
 INTO "PSE1"."Warenkorb" VALUES ('3687', '1079') 
 INTO "PSE1"."Warenkorb" VALUES ('3688', '13') 
 INTO "PSE1"."Warenkorb" VALUES ('3689', '1008') 
 INTO "PSE1"."Warenkorb" VALUES ('3690', '1827') 
 INTO "PSE1"."Warenkorb" VALUES ('3691', '1244') 
 INTO "PSE1"."Warenkorb" VALUES ('3692', '1999') 
 INTO "PSE1"."Warenkorb" VALUES ('3693', '1424') 
 INTO "PSE1"."Warenkorb" VALUES ('3694', '724') 
 INTO "PSE1"."Warenkorb" VALUES ('3695', '1597') 
 INTO "PSE1"."Warenkorb" VALUES ('3696', '1437') 
 INTO "PSE1"."Warenkorb" VALUES ('3697', '934') 
 INTO "PSE1"."Warenkorb" VALUES ('3698', '1985') 
 INTO "PSE1"."Warenkorb" VALUES ('3699', '913') 
 INTO "PSE1"."Warenkorb" VALUES ('3700', '681') 
 INTO "PSE1"."Warenkorb" VALUES ('3701', '674') 
 INTO "PSE1"."Warenkorb" VALUES ('3702', '650') 
 INTO "PSE1"."Warenkorb" VALUES ('3703', '1942') 
 INTO "PSE1"."Warenkorb" VALUES ('3704', '259') 
 INTO "PSE1"."Warenkorb" VALUES ('3705', '1906') 
 INTO "PSE1"."Warenkorb" VALUES ('3706', '1637') 
 INTO "PSE1"."Warenkorb" VALUES ('3707', '1184') 
 INTO "PSE1"."Warenkorb" VALUES ('3708', '1462') 
 INTO "PSE1"."Warenkorb" VALUES ('3709', '1138') 
 INTO "PSE1"."Warenkorb" VALUES ('3710', '1944') 
 INTO "PSE1"."Warenkorb" VALUES ('3711', '1425') 
 INTO "PSE1"."Warenkorb" VALUES ('3712', '1876') 
 INTO "PSE1"."Warenkorb" VALUES ('3713', '130') 
 INTO "PSE1"."Warenkorb" VALUES ('3714', '1920') 
 INTO "PSE1"."Warenkorb" VALUES ('3715', '8') 
 INTO "PSE1"."Warenkorb" VALUES ('3716', '1413') 
 INTO "PSE1"."Warenkorb" VALUES ('3717', '1111') 
 INTO "PSE1"."Warenkorb" VALUES ('3718', '1172') 
 INTO "PSE1"."Warenkorb" VALUES ('3719', '922') 
 INTO "PSE1"."Warenkorb" VALUES ('3720', '1071') 
 INTO "PSE1"."Warenkorb" VALUES ('3721', '855') 
 INTO "PSE1"."Warenkorb" VALUES ('3722', '1128') 
 INTO "PSE1"."Warenkorb" VALUES ('3723', '1421') 
 INTO "PSE1"."Warenkorb" VALUES ('3724', '202') 
 INTO "PSE1"."Warenkorb" VALUES ('3725', '511') 
 INTO "PSE1"."Warenkorb" VALUES ('3726', '1575') 
 INTO "PSE1"."Warenkorb" VALUES ('3727', '406') 
 INTO "PSE1"."Warenkorb" VALUES ('3728', '1485') 
 INTO "PSE1"."Warenkorb" VALUES ('3729', '190') 
 INTO "PSE1"."Warenkorb" VALUES ('3730', '1456') 
 INTO "PSE1"."Warenkorb" VALUES ('3731', '1064') 
 INTO "PSE1"."Warenkorb" VALUES ('3732', '785') 
 INTO "PSE1"."Warenkorb" VALUES ('3733', '94') 
 INTO "PSE1"."Warenkorb" VALUES ('3734', '1575') 
 INTO "PSE1"."Warenkorb" VALUES ('3735', '436') 
 INTO "PSE1"."Warenkorb" VALUES ('3736', '568') 
 INTO "PSE1"."Warenkorb" VALUES ('3737', '1832') 
 INTO "PSE1"."Warenkorb" VALUES ('3738', '696') 
 INTO "PSE1"."Warenkorb" VALUES ('3739', '141') 
 INTO "PSE1"."Warenkorb" VALUES ('3740', '854') 
 INTO "PSE1"."Warenkorb" VALUES ('3741', '1341') 
 INTO "PSE1"."Warenkorb" VALUES ('3742', '64') 
 INTO "PSE1"."Warenkorb" VALUES ('3743', '449') 
 INTO "PSE1"."Warenkorb" VALUES ('3744', '201') 
 INTO "PSE1"."Warenkorb" VALUES ('3745', '884') 
 INTO "PSE1"."Warenkorb" VALUES ('3746', '1041') 
 INTO "PSE1"."Warenkorb" VALUES ('3747', '527') 
 INTO "PSE1"."Warenkorb" VALUES ('3748', '842') 
 INTO "PSE1"."Warenkorb" VALUES ('3749', '1336') 
 INTO "PSE1"."Warenkorb" VALUES ('3750', '1630') 
 INTO "PSE1"."Warenkorb" VALUES ('3751', '1727') 
 INTO "PSE1"."Warenkorb" VALUES ('3752', '1778') 
 INTO "PSE1"."Warenkorb" VALUES ('3753', '1255') 
 INTO "PSE1"."Warenkorb" VALUES ('3754', '1954') 
 INTO "PSE1"."Warenkorb" VALUES ('3755', '1704') 
 INTO "PSE1"."Warenkorb" VALUES ('3756', '1076') 
 INTO "PSE1"."Warenkorb" VALUES ('3757', '759') 
 INTO "PSE1"."Warenkorb" VALUES ('3758', '588') 
 INTO "PSE1"."Warenkorb" VALUES ('3759', '950') 
 INTO "PSE1"."Warenkorb" VALUES ('3760', '889') 
 INTO "PSE1"."Warenkorb" VALUES ('3761', '454') 
 INTO "PSE1"."Warenkorb" VALUES ('3762', '1795') 
 INTO "PSE1"."Warenkorb" VALUES ('3763', '1713') 
 INTO "PSE1"."Warenkorb" VALUES ('3764', '1624') 
 INTO "PSE1"."Warenkorb" VALUES ('3765', '327') 
 INTO "PSE1"."Warenkorb" VALUES ('3766', '538') 
 INTO "PSE1"."Warenkorb" VALUES ('3767', '277') 
 INTO "PSE1"."Warenkorb" VALUES ('3768', '1460') 
 INTO "PSE1"."Warenkorb" VALUES ('3769', '217') 
 INTO "PSE1"."Warenkorb" VALUES ('3770', '1189') 
 INTO "PSE1"."Warenkorb" VALUES ('3771', '1715') 
 INTO "PSE1"."Warenkorb" VALUES ('3772', '1771') 
 INTO "PSE1"."Warenkorb" VALUES ('3773', '1788') 
 INTO "PSE1"."Warenkorb" VALUES ('3774', '1749') 
 INTO "PSE1"."Warenkorb" VALUES ('3775', '21') 
 INTO "PSE1"."Warenkorb" VALUES ('3776', '987') 
 INTO "PSE1"."Warenkorb" VALUES ('3777', '71') 
 INTO "PSE1"."Warenkorb" VALUES ('3778', '582') 
 INTO "PSE1"."Warenkorb" VALUES ('3779', '1911') 
 INTO "PSE1"."Warenkorb" VALUES ('3780', '337') 
 INTO "PSE1"."Warenkorb" VALUES ('3781', '1454') 
 INTO "PSE1"."Warenkorb" VALUES ('3782', '1973') 
 INTO "PSE1"."Warenkorb" VALUES ('3783', '1010') 
 INTO "PSE1"."Warenkorb" VALUES ('3784', '465') 
 INTO "PSE1"."Warenkorb" VALUES ('3785', '570') 
 INTO "PSE1"."Warenkorb" VALUES ('3786', '343') 
 INTO "PSE1"."Warenkorb" VALUES ('3787', '940') 
 INTO "PSE1"."Warenkorb" VALUES ('3788', '1658') 
 INTO "PSE1"."Warenkorb" VALUES ('3789', '1093') 
 INTO "PSE1"."Warenkorb" VALUES ('3790', '989') 
 INTO "PSE1"."Warenkorb" VALUES ('3791', '1752') 
 INTO "PSE1"."Warenkorb" VALUES ('3792', '233') 
 INTO "PSE1"."Warenkorb" VALUES ('3793', '986') 
 INTO "PSE1"."Warenkorb" VALUES ('3794', '1693') 
 INTO "PSE1"."Warenkorb" VALUES ('3795', '757') 
 INTO "PSE1"."Warenkorb" VALUES ('3796', '1463') 
 INTO "PSE1"."Warenkorb" VALUES ('3797', '1542') 
 INTO "PSE1"."Warenkorb" VALUES ('3798', '987') 
 INTO "PSE1"."Warenkorb" VALUES ('3799', '1957') 
 INTO "PSE1"."Warenkorb" VALUES ('3800', '883') 
 INTO "PSE1"."Warenkorb" VALUES ('3801', '585') 
 INTO "PSE1"."Warenkorb" VALUES ('3802', '1506') 
 INTO "PSE1"."Warenkorb" VALUES ('3803', '1575') 
 INTO "PSE1"."Warenkorb" VALUES ('3804', '1144') 
 INTO "PSE1"."Warenkorb" VALUES ('3805', '407') 
 INTO "PSE1"."Warenkorb" VALUES ('3806', '616') 
 INTO "PSE1"."Warenkorb" VALUES ('3807', '97') 
 INTO "PSE1"."Warenkorb" VALUES ('3808', '1202') 
 INTO "PSE1"."Warenkorb" VALUES ('3809', '523') 
 INTO "PSE1"."Warenkorb" VALUES ('3810', '849') 
 INTO "PSE1"."Warenkorb" VALUES ('3811', '243') 
 INTO "PSE1"."Warenkorb" VALUES ('3812', '1834') 
 INTO "PSE1"."Warenkorb" VALUES ('3813', '1452') 
 INTO "PSE1"."Warenkorb" VALUES ('3814', '412') 
 INTO "PSE1"."Warenkorb" VALUES ('3815', '1610') 
 INTO "PSE1"."Warenkorb" VALUES ('3816', '1893') 
 INTO "PSE1"."Warenkorb" VALUES ('3817', '331') 
 INTO "PSE1"."Warenkorb" VALUES ('3818', '268') 
 INTO "PSE1"."Warenkorb" VALUES ('3819', '551') 
 INTO "PSE1"."Warenkorb" VALUES ('3820', '1981') 
 INTO "PSE1"."Warenkorb" VALUES ('3821', '633') 
 INTO "PSE1"."Warenkorb" VALUES ('3822', '53') 
 INTO "PSE1"."Warenkorb" VALUES ('3823', '581') 
 INTO "PSE1"."Warenkorb" VALUES ('3824', '403') 
 INTO "PSE1"."Warenkorb" VALUES ('3825', '845') 
 INTO "PSE1"."Warenkorb" VALUES ('3826', '1403') 
 INTO "PSE1"."Warenkorb" VALUES ('3827', '1719') 
 INTO "PSE1"."Warenkorb" VALUES ('3828', '242') 
 INTO "PSE1"."Warenkorb" VALUES ('3829', '73') 
 INTO "PSE1"."Warenkorb" VALUES ('3830', '12') 
 INTO "PSE1"."Warenkorb" VALUES ('3831', '1512') 
 INTO "PSE1"."Warenkorb" VALUES ('3832', '309') 
 INTO "PSE1"."Warenkorb" VALUES ('3833', '1906') 
 INTO "PSE1"."Warenkorb" VALUES ('3834', '1676') 
 INTO "PSE1"."Warenkorb" VALUES ('3835', '1245') 
 INTO "PSE1"."Warenkorb" VALUES ('3836', '797') 
 INTO "PSE1"."Warenkorb" VALUES ('3837', '337') 
 INTO "PSE1"."Warenkorb" VALUES ('3838', '840') 
 INTO "PSE1"."Warenkorb" VALUES ('3839', '1860') 
 INTO "PSE1"."Warenkorb" VALUES ('3840', '817') 
 INTO "PSE1"."Warenkorb" VALUES ('3841', '949') 
 INTO "PSE1"."Warenkorb" VALUES ('3842', '441') 
 INTO "PSE1"."Warenkorb" VALUES ('3843', '970') 
 INTO "PSE1"."Warenkorb" VALUES ('3844', '1388') 
 INTO "PSE1"."Warenkorb" VALUES ('3845', '516') 
 INTO "PSE1"."Warenkorb" VALUES ('3846', '1889') 
 INTO "PSE1"."Warenkorb" VALUES ('3847', '324') 
 INTO "PSE1"."Warenkorb" VALUES ('3848', '554') 
 INTO "PSE1"."Warenkorb" VALUES ('3849', '928') 
 INTO "PSE1"."Warenkorb" VALUES ('3850', '1359') 
 INTO "PSE1"."Warenkorb" VALUES ('3851', '1271') 
 INTO "PSE1"."Warenkorb" VALUES ('3852', '1108') 
 INTO "PSE1"."Warenkorb" VALUES ('3853', '1356') 
 INTO "PSE1"."Warenkorb" VALUES ('3854', '244') 
 INTO "PSE1"."Warenkorb" VALUES ('3855', '1634') 
 INTO "PSE1"."Warenkorb" VALUES ('3856', '1148') 
 INTO "PSE1"."Warenkorb" VALUES ('3857', '1423') 
 INTO "PSE1"."Warenkorb" VALUES ('3858', '1559') 
 INTO "PSE1"."Warenkorb" VALUES ('3859', '1296') 
 INTO "PSE1"."Warenkorb" VALUES ('3860', '1222') 
 INTO "PSE1"."Warenkorb" VALUES ('3861', '500') 
 INTO "PSE1"."Warenkorb" VALUES ('3862', '1496') 
 INTO "PSE1"."Warenkorb" VALUES ('3863', '606') 
 INTO "PSE1"."Warenkorb" VALUES ('3864', '1760') 
 INTO "PSE1"."Warenkorb" VALUES ('3865', '1881') 
 INTO "PSE1"."Warenkorb" VALUES ('3866', '562') 
 INTO "PSE1"."Warenkorb" VALUES ('3867', '906') 
 INTO "PSE1"."Warenkorb" VALUES ('3868', '905') 
 INTO "PSE1"."Warenkorb" VALUES ('3869', '1901') 
 INTO "PSE1"."Warenkorb" VALUES ('3870', '1779') 
 INTO "PSE1"."Warenkorb" VALUES ('3871', '1656') 
 INTO "PSE1"."Warenkorb" VALUES ('3872', '1166') 
 INTO "PSE1"."Warenkorb" VALUES ('3873', '599') 
 INTO "PSE1"."Warenkorb" VALUES ('3874', '727') 
 INTO "PSE1"."Warenkorb" VALUES ('3875', '744') 
 INTO "PSE1"."Warenkorb" VALUES ('3876', '45') 
 INTO "PSE1"."Warenkorb" VALUES ('3877', '1663') 
 INTO "PSE1"."Warenkorb" VALUES ('3878', '1145') 
 INTO "PSE1"."Warenkorb" VALUES ('3879', '1404') 
 INTO "PSE1"."Warenkorb" VALUES ('3880', '288') 
 INTO "PSE1"."Warenkorb" VALUES ('3881', '1869') 
 INTO "PSE1"."Warenkorb" VALUES ('3882', '346') 
 INTO "PSE1"."Warenkorb" VALUES ('3883', '336') 
 INTO "PSE1"."Warenkorb" VALUES ('3884', '1763') 
 INTO "PSE1"."Warenkorb" VALUES ('3885', '1564') 
 INTO "PSE1"."Warenkorb" VALUES ('3886', '530') 
 INTO "PSE1"."Warenkorb" VALUES ('3887', '959') 
 INTO "PSE1"."Warenkorb" VALUES ('3888', '1819') 
 INTO "PSE1"."Warenkorb" VALUES ('3889', '1383') 
 INTO "PSE1"."Warenkorb" VALUES ('3890', '777') 
 INTO "PSE1"."Warenkorb" VALUES ('3891', '1815') 
 INTO "PSE1"."Warenkorb" VALUES ('3892', '660') 
 INTO "PSE1"."Warenkorb" VALUES ('3893', '82') 
 INTO "PSE1"."Warenkorb" VALUES ('3894', '1897') 
 INTO "PSE1"."Warenkorb" VALUES ('3895', '532') 
 INTO "PSE1"."Warenkorb" VALUES ('3896', '819') 
 INTO "PSE1"."Warenkorb" VALUES ('3897', '1647') 
 INTO "PSE1"."Warenkorb" VALUES ('3898', '1053') 
 INTO "PSE1"."Warenkorb" VALUES ('3899', '1979') 
 INTO "PSE1"."Warenkorb" VALUES ('3900', '55') 
 INTO "PSE1"."Warenkorb" VALUES ('3901', '1738') 
 INTO "PSE1"."Warenkorb" VALUES ('3902', '192') 
 INTO "PSE1"."Warenkorb" VALUES ('3903', '1283') 
 INTO "PSE1"."Warenkorb" VALUES ('3904', '1896') 
 INTO "PSE1"."Warenkorb" VALUES ('3905', '23') 
 INTO "PSE1"."Warenkorb" VALUES ('3906', '1850') 
 INTO "PSE1"."Warenkorb" VALUES ('3907', '1575') 
 INTO "PSE1"."Warenkorb" VALUES ('3908', '1462') 
 INTO "PSE1"."Warenkorb" VALUES ('3909', '89') 
 INTO "PSE1"."Warenkorb" VALUES ('3910', '1444') 
 INTO "PSE1"."Warenkorb" VALUES ('3911', '1930') 
 INTO "PSE1"."Warenkorb" VALUES ('3912', '1513') 
 INTO "PSE1"."Warenkorb" VALUES ('3913', '1725') 
